Source (A),,,,,Source (B),,,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
13595927,,,,,I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .,,,30,13.07,99,1,99,15,13.33,90,63.33,33.33,23.33,10,3.33,3.33,6.67,0,10,3.33,10,10,0,6.67,0,10,3.33,0,3.33,0,0,16.67,16.67,0,0,0,0,26.67,0,0,0,10,3.33,0,0,0,0,3.33,0,3.33,3.33,0,0,3.33,0,0,0,0,10,6.67,3.33,3.33,0,0,3.33,10,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
14669574,,,,,"It is the Asians in White countries that bug me .I applaud them for their nationalism , they are proud of their race , and they have their territories which they have built communities on .",,,33,13.54,96.52,31.94,80.64,33,15.15,81.82,66.67,36.36,27.27,6.06,0,0,0,21.21,9.09,3.03,12.12,12.12,0,3.03,0,12.12,3.03,0,3.03,0,0,3.03,3.03,0,0,0,0,24.24,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,6.06,3.03,3.03,0,0,0,0,12.12,0,12.12,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,6.06,6.06,0,0,0,0,0,0,0,0,0
14655606,,,,,I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .To close for me to call .,,,33,93.26,38.08,51.41,25.77,16.5,18.18,75.76,42.42,12.12,9.09,6.06,0,0,0,3.03,3.03,6.06,15.15,6.06,0,3.03,0,12.12,3.03,0,0,0,3.03,0,0,0,0,0,0,6.06,0,0,0,0,9.09,3.03,0,3.03,3.03,3.03,3.03,9.09,3.03,0,3.03,6.06,3.03,0,0,3.03,3.03,0,0,0,3.03,0,0,12.12,0,12.12,0,6.06,6.06,0,0,0,0,0,0,0,0,0,0,0,0,24.24,15.15,0,0,0,0,0,0,0,9.09,0,0
30677210,,,,,Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .I will pass out cheap sugar based candy .,,,27,75.9,35.54,15.12,1,27,11.11,88.89,48.15,11.11,11.11,7.41,0,0,0,3.7,0,0,22.22,7.41,3.7,11.11,0,22.22,7.41,7.41,0,0,0,3.7,0,3.7,0,3.7,0,7.41,0,0,0,0,11.11,0,3.7,3.7,3.7,0,0,3.7,0,0,0,11.11,0,3.7,0,7.41,11.11,3.7,0,7.41,3.7,0,0,14.81,7.41,11.11,3.7,3.7,3.7,0,0,0,3.7,3.7,0,3.7,3.7,0,0,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0
30513634,,,,,Have you ever gave hard knocks better than you got them ?Try experiencing what a couple of pounds of steel to the face feels like .,,,25,96.24,97.69,6.7,91.14,25,4,88,52,16,12,0,0,8,0,4,4,8,20,4,4,0,0,20,12,12,4,0,4,4,4,0,0,0,0,16,0,0,0,0,16,4,0,0,4,4,4,12,0,0,8,4,4,0,0,0,12,0,8,0,8,0,8,12,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0
30404483,,,,,If anyone want 's to get together I 'm open to a BBQ with like-minded individuals .I'm on the south shore ...Let me know !,,,24,88.46,33.83,91.31,25.77,24,12.5,87.5,50,16.67,12.5,12.5,0,0,0,0,4.17,8.33,16.67,8.33,0,4.17,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,16.67,4.17,0,8.33,8.33,0,4.17,0,0,0,0,4.17,0,0,0,4.17,12.5,8.33,0,0,4.17,0,0,20.83,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,16.67,0,0,0,0,4.17,4.17,0,12.5,0,0
13467138,,,,,"They should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the Jewish threat and negroid on our race .",,,39,43.96,98.93,1,2.7,39,5.13,92.31,64.1,28.21,15.38,0,5.13,0,2.56,7.69,12.82,10.26,12.82,7.69,2.56,7.69,0,20.51,2.56,7.69,0,0,5.13,2.56,0,2.56,2.56,2.56,0,17.95,0,2.56,0,2.56,20.51,7.69,2.56,5.13,0,5.13,0,0,0,0,0,0,0,0,0,0,10.26,7.69,0,2.56,0,2.56,0,17.95,0,2.56,0,2.56,0,2.56,2.56,0,0,2.56,0,0,0,0,0,0,0,5.13,2.56,2.56,0,0,0,0,0,0,0,0,0
14027524,,,,,"Sooner or later the black one will say `` mother * * * * er '' or `` madick '' .Keep em on the phone long enough , disagree a little .",,,22,96.54,67.52,96.4,1,22,4.55,90.91,31.82,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,9.09,0,13.64,9.09,9.09,0,4.55,0,4.55,0,4.55,0,0,0,13.64,4.55,0,4.55,0,9.09,0,0,0,9.09,0,9.09,13.64,4.55,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,22.73,0,13.64,9.09,0,0,0,0,0,0,9.09,0,4.55,0,4.55,0,68.18,9.09,4.55,0,0,0,0,0,0,18.18,0,36.36
30622804,,,,,"I'm more of a grappler than a striker , I would lunge out with a windpipe grab and bring them down to the floor .... my record for KO' ing someone with a choke is currently 3 secs",,,36,98.87,28.91,74.76,25.77,18,13.89,77.78,58.33,13.89,11.11,8.33,0,0,0,2.78,2.78,13.89,22.22,8.33,0,2.78,0,13.89,5.56,5.56,0,2.78,2.78,0,0,0,0,0,0,5.56,0,0,0,0,8.33,0,0,2.78,2.78,0,2.78,2.78,0,0,2.78,2.78,0,2.78,0,0,2.78,0,0,2.78,0,0,0,11.11,0,16.67,5.56,8.33,2.78,0,0,0,0,0,0,0,0,0,0,0,0,19.44,11.11,2.78,0,0,0,0,0,0,5.56,0,0
31735108,,,,,"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",,,22,44.96,67.52,85.21,94.75,22,4.55,90.91,59.09,22.73,22.73,13.64,9.09,0,0,0,0,9.09,13.64,4.55,9.09,4.55,4.55,18.18,9.09,0,0,0,0,4.55,4.55,0,0,0,0,13.64,0,0,0,0,18.18,4.55,0,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,22.73,9.09,0,4.55,9.09,0,9.09,9.09,0,9.09,0,4.55,4.55,9.09,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,0,0,0,0,0,4.55,0,0
14095174,,,,,2508I went through that experience moving within the same county .The new town has a population of approx 150 and ( gasp ) skinheads moved into town .The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .,,,46,98.23,50,99,4.13,46,15.22,84.78,50,4.35,2.17,0,0,0,0,2.17,2.17,10.87,19.57,6.52,4.35,4.35,2.17,15.22,4.35,2.17,0,2.17,0,2.17,0,2.17,2.17,0,0,4.35,0,0,0,0,4.35,0,2.17,0,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,10.87,0,36.96,10.87,19.57,6.52,0,4.35,2.17,0,0,0,0,0,0,0,0,0,10.87,6.52,0,0,0,0,0,0,0,0,4.35,0
30406359,,,,,"there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .I found out 8 months ago , the negro currently resides in Minnesota .",,,35,95.52,19.58,99,78.19,35,11.43,82.86,48.57,11.43,8.57,8.57,0,0,0,0,2.86,2.86,22.86,5.71,5.71,0,0,8.57,5.71,0,0,5.71,0,2.86,2.86,0,0,0,0,0,0,0,0,0,5.71,2.86,2.86,0,0,0,0,2.86,2.86,0,0,2.86,0,0,2.86,0,11.43,0,5.71,5.71,0,0,11.43,5.71,0,28.57,0,17.14,11.43,8.57,0,0,0,0,0,0,0,0,0,0,0,8.57,5.71,2.86,0,0,0,0,0,0,0,0,0
30616591,,,,,That beheading is NOTHING compared to what we will see in the future .You will see much worse things in the future .,,,22,57.84,91.35,31.94,1,22,13.64,100,63.64,22.73,9.09,0,4.55,4.55,0,0,13.64,9.09,13.64,13.64,0,0,4.55,22.73,9.09,9.09,4.55,0,4.55,4.55,0,4.55,0,0,0,9.09,0,0,0,0,4.55,0,0,0,0,4.55,0,9.09,9.09,0,0,0,0,0,0,0,9.09,4.55,0,0,0,4.55,0,18.18,18.18,18.18,0,9.09,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
14674275,,,,,Hey waterfall What if a mulatto looked white and claimed to be all for the survival of the white race ?What then ?,,,22,93.26,50,1,25.77,22,18.18,81.82,54.55,9.09,0,0,0,0,0,0,9.09,13.64,13.64,4.55,0,13.64,0,9.09,9.09,0,9.09,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,9.09,0,0,4.55,4.55,4.55,4.55,13.64,13.64,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,4.55,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0
30428490,,,,,"I have Japanese friends online , and they think it 's pretty funny that our countries are letting themselves get * * * * ed by bull * * * * .",,,22,13.54,96.52,11,99,22,22.73,72.73,45.45,27.27,18.18,4.55,4.55,0,0,9.09,9.09,0,4.55,9.09,0,4.55,0,18.18,4.55,0,0,0,0,9.09,9.09,0,0,0,0,18.18,0,4.55,0,0,9.09,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,0,4.55,0,0,18.18,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.55,4.55,0,0,0,0,0,0,4.55,0,36.36
30390500,,,,,Hungary must stick to its guns it is a sad day when sticking to ones guns means simply enforcing the law as proscribed,,,23,71.39,50,2.02,1,23,17.39,65.22,47.83,8.7,0,0,0,0,0,0,8.7,8.7,13.04,8.7,8.7,8.7,0,13.04,8.7,4.35,4.35,0,0,4.35,0,4.35,0,0,4.35,0,0,0,0,0,8.7,4.35,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,8.7,0,8.7,0,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30406975,,,,,I'd have to say that quite simply he is the greatest human to ever walk on this planet .In my opinion he is god like and I take inspiration from him every day .,,,33,40.71,72.77,31.94,99,33,9.09,96.97,63.64,24.24,18.18,9.09,0,0,9.09,0,6.06,3.03,18.18,12.12,6.06,3.03,0,21.21,3.03,6.06,0,0,3.03,6.06,6.06,0,0,0,0,15.15,0,0,0,9.09,15.15,3.03,0,0,6.06,6.06,0,3.03,0,3.03,0,0,0,0,0,0,9.09,0,0,6.06,3.03,0,0,18.18,0,15.15,3.03,6.06,6.06,0,0,0,0,3.03,0,0,0,0,0,0,0,9.09,6.06,0,0,0,0,0,0,0,3.03,0,0
14093967,,,,,"mine was when i was about 5 or 6 , she was the same age. julie was her name blond and used to hum while eating , i remember the kiss was in the bushes behind a garden. last i heard she became a jehovas witness. ah well .",,,46,47.75,50,54.89,93.61,11.5,6.52,82.61,56.52,15.22,15.22,8.7,0,0,6.52,0,0,10.87,8.7,10.87,6.52,8.7,0,21.74,2.17,2.17,2.17,4.35,0,4.35,4.35,0,0,0,0,10.87,0,0,6.52,0,8.7,4.35,2.17,0,2.17,0,2.17,2.17,0,2.17,0,2.17,0,0,0,2.17,4.35,2.17,0,2.17,0,0,19.57,0,0,13.04,0,4.35,8.7,0,2.17,2.17,0,0,0,4.35,0,0,2.17,4.35,0,13.04,8.7,4.35,0,0,0,0,0,0,0,0,0
13849191,,,,,I think when they first come into this country they get those type of old cars then after a year or so they move up to brand new cars .Yes I have seen African Blacks driving those type of cars too .As far as I know the government gives them money for cars but im not sure how much they recieve and what the terms and conditions are if any .,,,70,29.3,33.41,97.55,52.57,70,8.57,82.86,54.29,18.57,12.86,5.71,0,0,0,7.14,5.71,4.29,12.86,4.29,5.71,15.71,1.43,14.29,7.14,4.29,4.29,1.43,2.86,1.43,1.43,0,0,0,0,8.57,0,0,0,0,12.86,2.86,1.43,1.43,4.29,1.43,5.71,1.43,1.43,0,0,0,0,0,0,0,5.71,0,1.43,2.86,1.43,0,1.43,12.86,1.43,20,4.29,5.71,10,1.43,0,0,1.43,0,0,1.43,0,0,1.43,0,0,4.29,4.29,0,0,0,0,0,0,0,0,0,0
14075712,,,,,I just created a new user group for all members of Stormfront with Slavic ancestry !Feel free to join !!https : //www.stormfront.org/forum/group.php ? groupid = 257,,,28,98.76,85.81,4.35,99,14,21.43,64.29,25,3.57,3.57,3.57,0,0,0,0,0,3.57,14.29,0,3.57,0,0,10.71,7.14,0,0,3.57,14.29,7.14,7.14,0,0,0,0,14.29,0,0,0,0,10.71,3.57,3.57,0,0,3.57,0,3.57,0,0,3.57,0,0,0,0,0,21.43,17.86,3.57,0,0,0,3.57,7.14,0,3.57,0,0,3.57,3.57,0,0,3.57,0,0,0,0,0,0,0,0,46.43,10.71,0,3.57,0,3.57,10.71,0,0,0,0,17.86
30459092,,,,,I have many of her CDs - saw her a Lisner years ago UTE LEMPER ~ The Case Continues - YouTube I have every CD from this band Dead Can Dance - the wind that shakes the barley - YouTube Dead Can Dance - Yulunga - YouTube as well as her solo ones â `` Soundtrack - Gladiator - Now We Are Free ( with lyric ) .flv - YouTube Lisa Gerrard - Sacrifice - YouTube,,,61,71.22,83.74,3.16,56.75,61,18.03,75.41,39.34,13.11,9.84,3.28,1.64,0,4.92,0,3.28,6.56,8.2,8.2,3.28,3.28,0,6.56,4.92,3.28,0,0,3.28,4.92,3.28,1.64,1.64,0,0,11.48,0,0,4.92,0,1.64,0,0,0,0,1.64,0,3.28,1.64,1.64,0,0,0,0,0,0,4.92,4.92,0,0,0,0,3.28,11.48,0,11.48,4.92,0,6.56,0,16.39,0,1.64,1.64,3.28,1.64,0,0,0,1.64,0,27.87,1.64,0,0,0,0,0,18.03,0,0,3.28,4.92
30587336,,,,,Have not read the Sagas since I was a kid .It always sucks to have your heroes knocked off the pedestal you put them on .,,,25,82.26,78.82,87.83,25.77,25,8,88,64,20,16,4,0,8,0,4,4,12,16,12,0,0,4,24,0,0,0,0,0,8,4,4,0,4,0,16,0,0,0,0,12,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,12,0,20,4,8,8,4,0,0,0,0,0,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
14025037,,,,,The people who can stop it are the ones who pay their wages .If English/Scottish/wherever fans refused to turn up to watch teams of coloreds representing them on the pitch things would change .The Fans .,,,37,82.06,94.74,10.62,25.77,37,16.22,81.08,54.05,16.22,5.41,0,0,0,0,5.41,10.81,10.81,13.51,8.11,2.7,5.41,0,8.11,0,0,8.11,0,0,0,0,0,0,0,0,18.92,0,0,0,0,8.11,0,2.7,5.41,2.7,0,2.7,5.41,5.41,0,0,0,0,0,0,0,10.81,2.7,2.7,5.41,0,2.7,0,10.81,0,16.22,5.41,8.11,2.7,8.11,2.7,0,5.41,0,0,0,0,0,0,0,0,13.51,8.11,0,0,0,0,0,0,0,0,0,5.41
14277208,,,,,"I am looking for anything where I can be among my own people , please PM me if you know of something .",,,21,5.89,17.04,98.01,95.81,21,14.29,90.48,71.43,33.33,23.81,19.05,0,4.76,0,0,9.52,0,14.29,14.29,4.76,4.76,0,19.05,0,0,4.76,0,0,4.76,4.76,0,0,0,0,9.52,0,0,0,0,19.05,4.76,0,4.76,14.29,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,0
14302498,,,,,I will so so once I get to my camp .I have a few things to reply to .First impressions ...I have to pack everything .Frakkin ' awesome !I spent quite a bit of time with April and driving around with my new van .,,,43,56.66,17.61,97.26,95.29,43,11.63,90.7,58.14,20.93,16.28,16.28,0,0,0,0,4.65,4.65,18.6,6.98,6.98,6.98,0,11.63,6.98,0,0,4.65,4.65,4.65,4.65,0,0,0,0,6.98,0,0,0,0,4.65,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,4.65,0,2.33,0,2.33,0,2.33,6.98,2.33,16.28,2.33,2.33,11.63,0,0,0,2.33,0,0,2.33,0,0,2.33,0,0,20.93,16.28,0,0,0,0,2.33,0,0,2.33,0,0
14278709,,,,,Someone is a GENIUS !The yellow ribbon says it all !-Yankee JimThe lemmings have become so used to having a different color ribbon for different causes .,,,26,74.94,50,5.76,25.77,26,15.38,76.92,46.15,7.69,0,0,0,0,0,0,7.69,11.54,7.69,15.38,3.85,3.85,0,23.08,7.69,7.69,0,0,3.85,0,0,0,0,0,0,7.69,0,0,0,0,26.92,3.85,7.69,0,3.85,3.85,7.69,11.54,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,3.85,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,3.85,0,0,0,0,7.69,3.85,0,0,0,0
31753132,,,,,"i cant wait , i 've been wanting something to say to these wiggers , but i can never find the right words .",,,21,11.05,1,99,25.77,21,14.29,85.71,61.9,23.81,14.29,14.29,0,0,0,0,9.52,4.76,9.52,9.52,4.76,4.76,9.52,23.81,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,28.57,4.76,0,4.76,4.76,4.76,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,23.81,0,14.29,0,4.76,9.52,0,0,0,0,0,0,0,0,0,0,0,0,19.05,4.76,9.52,0,0,0,0,0,0,4.76,0,0
30659520,,,,,"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",,,31,89.71,94.64,2.96,83.22,31,9.68,90.32,41.94,9.68,6.45,0,0,0,0,6.45,3.23,3.23,16.13,9.68,3.23,0,0,19.35,6.45,0,0,0,0,9.68,6.45,3.23,0,0,0,16.13,3.23,0,3.23,0,3.23,3.23,0,0,3.23,0,0,0,0,0,0,3.23,0,3.23,0,0,19.35,6.45,3.23,9.68,3.23,0,0,16.13,0,6.45,3.23,3.23,0,3.23,0,3.23,0,3.23,0,0,0,0,0,0,0,9.68,3.23,6.45,0,0,0,0,0,0,0,0,0
31673739,,,,,"This girl was almost made another human sacrifice to your false god .Response from a UCLA blowhard ... Oh shut the hell up you bumbling , incompetent hack .You fools could n't keep out a dangerous mental case from the Third World .All you liberals care about is `` Diversity . ''The whole administration of UCLA should be prosecuted as accomplices to every crime committed by quota students and unqualified foreign students whom they wrongly let in .That 's your real religion and you worship that false god above everything else every day .",,,89,82.5,97.17,1,1,29.67,23.6,80.9,43.82,14.61,7.87,0,0,6.74,0,1.12,6.74,5.62,13.48,6.74,2.25,3.37,0,11.24,5.62,1.12,1.12,1.12,5.62,7.87,2.25,5.62,0,1.12,0,14.61,0,1.12,1.12,0,12.36,0,2.25,2.25,1.12,5.62,1.12,0,0,0,0,0,0,0,0,0,13.48,1.12,1.12,11.24,0,1.12,2.25,4.49,0,7.87,0,6.74,1.12,3.37,0,0,0,6.74,0,2.25,1.12,0,0,1.12,0,17.98,10.11,1.12,0,0,0,0,0,0,4.49,0,2.25
14667987,,,,,Hopefully they wo n't settle in US black communities and pick up their bad habits .For some reason these immigrants do n't have the same bad attitudes US blacks do .,,,30,52.71,99,1,1.03,30,13.33,73.33,46.67,16.67,13.33,0,6.67,0,0,6.67,3.33,3.33,10,10,3.33,3.33,0,13.33,3.33,3.33,0,0,3.33,10,3.33,6.67,0,0,0,16.67,0,0,0,0,13.33,3.33,6.67,3.33,6.67,0,0,3.33,3.33,0,0,0,0,0,0,0,20,10,0,3.33,0,6.67,0,13.33,3.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,0,0,6.67,0,0
13503199,,,,,"Get the dogs out and track him down , I say !!!Nothing too major here .EdgefieldDaily.com l Wanted Sex OffenderRefusing to register as sex offender after molesting a 14 year old girl .Just another sexual predator running loose .",,,38,86.88,60.39,19.27,1,38,23.68,84.21,39.47,7.89,5.26,2.63,0,0,2.63,0,2.63,5.26,13.16,0,7.89,5.26,2.63,10.53,7.89,5.26,0,2.63,2.63,7.89,0,7.89,0,5.26,0,7.89,0,0,2.63,2.63,5.26,0,0,2.63,0,2.63,0,7.89,0,2.63,2.63,7.89,0,0,7.89,0,7.89,0,0,5.26,2.63,0,2.63,5.26,0,18.42,2.63,7.89,7.89,2.63,2.63,0,0,0,0,0,0,0,0,0,0,21.05,10.53,2.63,0,0,0,7.89,0,0,0,0,0
31747401,,,,,a few times ive been told to make kids. i said i have no one to make them with. now i have someone but we do not feel ready to have kids. i belive in quality over quantity. so we would have maybe 2 to 4 .,,,46,16.15,58.59,68.63,66.89,9.2,6.52,89.13,65.22,19.57,17.39,10.87,4.35,0,0,2.17,2.17,2.17,15.22,17.39,6.52,4.35,4.35,28.26,2.17,0,0,6.52,2.17,2.17,2.17,0,0,0,0,17.39,0,0,0,0,17.39,2.17,4.35,2.17,4.35,0,4.35,4.35,0,2.17,2.17,0,0,0,0,0,6.52,4.35,0,2.17,0,0,6.52,21.74,0,8.7,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,10.87,10.87,0,0,0,0,0,0,0,0,0,0
30630689,,,,,It has happened up to the late 90 's with Hong Kong .If you are talking about Alexander the Great then yes .,,,22,87.93,81.84,11,94.75,22,13.64,77.27,54.55,9.09,4.55,0,0,4.55,0,0,4.55,9.09,18.18,9.09,4.55,9.09,0,18.18,9.09,0,0,4.55,0,4.55,4.55,0,0,0,0,9.09,0,0,0,0,4.55,0,0,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,9.09,0,0,4.55,4.55,0,4.55,9.09,4.55,13.64,0,4.55,9.09,0,0,0,0,0,0,4.55,0,0,4.55,0,0,13.64,9.09,0,0,0,0,0,0,0,4.55,0,0
13600264,,,,,"2508I think the Jews hide in liberal Sweden , in the idea that nobody would guess that it is somebody other than Scandinavians at work .",,,24,72.69,20.24,74.76,25.77,24,12.5,83.33,58.33,25,0,0,0,0,0,0,25,8.33,16.67,8.33,0,0,4.17,16.67,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,29.17,8.33,0,4.17,8.33,0,8.33,0,0,0,0,0,0,0,0,0,8.33,0,4.17,0,0,4.17,0,16.67,0,12.5,0,12.5,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,8.33,4.17,4.17,0,0,0,0,0,0,0,0,0
13177001,,,,,"Hundreds of people , but no blacks !All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?I'm having a hard time believing this .I have 2 friends in CS and neither has EVER worked with a black .",,,106,89,31.87,48.36,42.91,53,19.81,81.13,48.11,7.55,4.72,2.83,0,0,0,1.89,2.83,10.38,13.21,7.55,3.77,5.66,2.83,10.38,4.72,0.94,0.94,2.83,5.66,0.94,0.94,0,0,0,0,5.66,0,1.89,0,0.94,8.49,0.94,0,0,0.94,2.83,4.72,3.77,2.83,0,0.94,0,0,0,0,0,6.6,0.94,2.83,1.89,0.94,0.94,6.6,4.72,0,12.26,1.89,5.66,4.72,12.26,0,0,0.94,0,0,0,0,0,0,0,0,16.98,3.77,3.77,0,0,0.94,0.94,1.89,0,0.94,0,4.72
14037300,,,,,Hiya i 'm new here and sick of watching my country become infected with the disease of multiculturalism .It 's nice to be with like-minded individuals .,,,26,88.9,35.01,38.39,25.77,26,26.92,84.62,50,11.54,7.69,7.69,0,0,0,0,3.85,3.85,19.23,7.69,3.85,3.85,0,11.54,11.54,0,0,0,0,7.69,3.85,3.85,0,0,0,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,3.85,3.85,0,0,11.54,0,11.54,0,0,3.85,3.85,0,0,0,0,0,7.69,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,19.23,7.69,0,0,0,0,0,3.85,0,7.69,0,0
14037653,,,,,"The beast we oppose knows it has backed itself into a corner , and at such times , such creatures are at their most aggressive .I certainly agree we need to up our game , and do so quickly .",,,36,38.6,97.37,58.07,77,36,11.11,91.67,61.11,19.44,13.89,2.78,8.33,0,0,2.78,5.56,5.56,13.89,8.33,8.33,8.33,0,13.89,5.56,2.78,0,0,2.78,8.33,5.56,2.78,0,2.78,0,13.89,0,0,0,0,11.11,2.78,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,0,16.67,11.11,0,5.56,0,0,0,13.89,0,19.44,2.78,13.89,5.56,0,2.78,0,0,0,0,2.78,0,0,2.78,0,0,13.89,5.56,8.33,0,0,0,0,0,0,0,0,0
14037305,,,,,Greeting Fellow Nationalist I and White Avenger and I have joined this Site to free our Great Contry of theColoured Invaders .,,,21,41.91,82.96,13.15,99,21,23.81,76.19,42.86,19.05,14.29,9.52,4.76,0,0,0,4.76,0,9.52,4.76,0,9.52,0,9.52,14.29,0,0,0,0,9.52,9.52,0,0,0,0,14.29,0,4.76,0,4.76,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,19.05,14.29,0,0,4.76,0,4.76,4.76,0,4.76,0,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
30447522,,,,,Looks like asians have more balls than us gutless white people .Stupid whites wo n't complain about their own affirmative action persecution for fear of being called racists - of all illogical things .,,,32,93.26,94.08,1,1,32,18.75,65.62,34.38,9.38,6.25,0,3.12,0,0,3.12,3.12,0,18.75,6.25,3.12,0,0,12.5,12.5,9.38,0,0,6.25,9.38,0,9.38,3.12,3.12,0,15.62,0,0,0,0,6.25,0,0,0,0,3.12,3.12,6.25,6.25,0,0,0,0,0,0,0,3.12,3.12,0,0,0,0,3.12,6.25,0,3.12,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,3.12,0,3.12,0,0
30447521,,,,,White people - report immediately to Californian University for `` re-education '' .- White GeNOcide ProjectAnd anyone wonders why white students avoid UC Berkeley ?,,,21,87.62,82.96,2.82,1,21,42.86,76.19,23.81,4.76,0,0,0,0,0,0,4.76,0,9.52,0,9.52,0,0,4.76,14.29,0,4.76,0,0,4.76,0,4.76,4.76,0,0,9.52,0,0,0,0,14.29,4.76,4.76,0,9.52,0,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,9.52,0,4.76,0,4.76,0,4.76,0,0,4.76,19.05,0,0,0,0,4.76,0,0,0,0,0,0,42.86,4.76,0,0,0,4.76,0,14.29,0,9.52,0,9.52
